bikepoint_id,terminal_name,station_name,lat,lon,capacity,installed,locked,temporary,terminal_num
286,001187,"St. John's Wood Road, St. John's Wood",51.527294,-0.174653,35,true,false,false,1187
287,001156,"Bedford Way, Bloomsbury",51.523673,-0.128377,23,true,false,false,1156
288,001138,"Elizabeth Bridge, Victoria",51.492369,-0.147478,34,true,false,false,1138
289,003493,"South Audley Street, Mayfair",51.50923,-0.151289,15,true,false,false,3493
290,003496,"St Mary's Hospital, Paddington",51.518268,-0.171103,20,true,false,false,3496
291,001135,"Claverton Street, Pimlico",51.484839,-0.138089,32,true,false,false,1135
292,001206,"Montpelier Street, Knightsbridge",51.498884,-0.165471,16,true,false,false,1206
293,001214,"Kensington Olympia Station, Olympia",51.498157,-0.209494,25,true,false,false,1214
294,001195,"St. George's Square, Pimlico",51.488226,-0.135635,16,true,false,false,1195
295,001216,"Swan Street, The Borough",51.500296,-0.092762,27,true,false,false,1216
296,200069,"Knaresborough Place, Earl's Court",51.493631,-0.190603,18,true,false,false,200069
297,003498,"Geraldine Street, Elephant & Castle",51.496127,-0.106,17,true,false,false,3498
298,001213,"Curlew Street, Shad Thames",51.502279,-0.074189,21,true,false,false,1213
299,001196,"Vincent Square, Westminster",51.493985,-0.136928,19,true,false,false,1196
300,001217,"Serpentine Car Park, Hyde Park",51.505014,-0.17306,18,true,false,false,1217
302,003492,"Putney Pier, Wandsworth",51.466907,-0.216573,28,true,false,false,3492
303,001132,"Albert Gate, Hyde Park",51.502953,-0.158456,34,true,false,false,1132
306,003497,"Rathbone Street, Fitzrovia",51.518162,-0.135025,16,true,false,false,3497
307,001157,"Black Lion Gate, Kensington Gardens",51.509908,-0.187842,24,true,false,false,1157
308,001189,"Long Lane , Bermondsey",51.499075,-0.085666,20,true,false,false,1189
309,001192,"Embankment (Savoy), Strand",51.509631,-0.119047,41,true,false,false,1192
310,001205,"Black Prince Road, Vauxhall",51.490867,-0.116911,19,true,false,false,1205
311,003494,"Foley Street, Fitzrovia",51.519181,-0.140485,24,true,false,false,3494
312,001130,"Grove End Road, St. John's Wood",51.530889,-0.17677,20,true,false,false,1130
313,003495,"Wells Street, Fitzrovia",51.517344,-0.138072,38,true,false,false,3495
314,003485,"Tyers Gate, Bermondsey",51.500889,-0.083159,36,true,false,false,3485
315,001199,"The Tennis Courts, The Regent's Park",51.525367,-0.153463,16,true,false,false,1199
316,000968,"Warwick Row, Westminster",51.497998,-0.14296,21,true,false,false,968
317,001208,"Dickens Square, Borough",51.496791,-0.093913,32,true,false,false,1208
318,001197,"Sackville Street, Mayfair",51.510048,-0.138846,18,true,false,false,1197
319,003500,"Baldwin Street, St. Luke's",51.527025,-0.088542,21,true,false,false,3500
320,001148,"Queen Mother Sports Centre, Victoria",51.493573,-0.139956,26,true,false,false,1148
321,002637,"Bermondsey Street, Bermondsey",51.497855,-0.081608,24,true,false,false,2637
322,003502,"Palissy Street, Shoreditch",51.526293,-0.073955,26,true,false,false,3502
323,003501,"Clifton Street, Shoreditch",51.523196,-0.083067,24,true,false,true,3501
324,001200,"Ontario Street, Elephant & Castle",51.49652,-0.101384,15,true,false,false,1200
326,001131,"Graham Street, Angel",51.532661,-0.099981,26,true,false,false,1131
327,001128,"Westbourne Green, Westbourne",51.522168,-0.192814,21,true,false,false,1128
328,002641,"New North Road 2, Hoxton",51.53114,-0.086016,22,true,false,false,2641
329,002636,"Prince Albert Road, The Regent's Park",51.535892,-0.160854,24,true,false,false,2636
330,001203,"Eastbourne Mews, Paddington",51.516417,-0.179135,34,true,false,false,1203
331,001211,"Bunhill Row, Moorgate",51.520858,-0.089887,30,true,false,false,1211
332,001210,"Nevern Place, Earl's Court",51.493343,-0.194757,20,true,false,false,1210
333,002633,"Palace Gardens Terrace, Notting Hill",51.508605,-0.193764,37,true,false,false,2633
334,002635,"Agar Grove, Camden Town",51.542891,-0.132253,18,true,false,false,2635
335,001207,"Tavistock Street, Covent Garden",51.511968,-0.120718,33,true,false,false,1207
336,001212,"Concert Hall Approach, South Bank",51.504841,-0.115153,30,true,false,false,1212
337,002589,"Pembridge Villas, Notting Hill",51.511084,-0.197524,16,true,false,false,2589
338,001202,"Wellington Street , Strand",51.511756,-0.119643,24,true,false,false,1202
340,001201,"Bank of England Museum, Bank",51.514441,-0.087587,16,true,false,false,1201
341,001160,"Craven Street, Strand",51.508103,-0.126021,23,true,false,false,1160
344,001222,"Goswell Road (City Uni), Finsbury",51.528246,-0.101026,16,true,false,false,1222
345,001218,"Flood Street, Chelsea",51.488023,-0.166878,33,true,false,false,1218
348,010627,"Grosvenor Square, Mayfair",51.51217,-0.150481,17,true,false,false,10627
349,001221,"St. George Street, Mayfair",51.51196,-0.142783,18,true,false,false,1221
350,001231,"Queen's Gate, Kensington Gardens",51.501715,-0.179854,21,true,false,false,1231
351,001226,"Macclesfield Rd, St Lukes",51.529423,-0.097122,28,true,false,false,1226
352,001224,"Vauxhall Street, Vauxhall",51.486965,-0.116625,19,true,false,false,1224
353,010623,"Greycoat Street , Westminster",51.494591,-0.134234,17,true,false,false,10623
354,001097,"Northumberland Avenue, Strand",51.506767,-0.123702,37,true,false,false,1097
355,002694,"Clapham Common Station, Clapham Common",51.461388,-0.139221,21,true,false,false,2694
356,002685,"South Kensington Station, South Kensington",51.494412,-0.173881,15,true,false,false,2685
357,002691,"Howland Street, Fitzrovia",51.520994,-0.139016,30,true,false,false,2691
